Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
modDyeRgb_11_64_51,item_modifiers,mod,,,7Dyes[tm] Dye: 165-083-025 ,,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 ,7Dyes[tm] Dye: 165-083-025 
modDyeRgb_22_128_101,item_modifiers,mod,,,7Dyes[tm] Dye: 165-083-050 ,,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 ,7Dyes[tm] Dye: 165-083-050 
modDyeRgb_33_191_152,item_modifiers,mod,,,7Dyes[tm] Dye: 165-083-075 ,,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 ,7Dyes[tm] Dye: 165-083-075 
modDyeRgb_45_255_202,item_modifiers,mod,,,7Dyes[tm] Dye: 165-083-100 ,,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 ,7Dyes[tm] Dye: 165-083-100 
modDyeRgb_0_64_48,item_modifiers,mod,,,7Dyes[tm] Dye: 165-100-025 ,,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 ,7Dyes[tm] Dye: 165-100-025 
modDyeRgb_0_128_96,item_modifiers,mod,,,7Dyes[tm] Dye: 165-100-050 ,,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 ,7Dyes[tm] Dye: 165-100-050 
modDyeRgb_0_191_143,item_modifiers,mod,,,7Dyes[tm] Dye: 165-100-075 ,,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 ,7Dyes[tm] Dye: 165-100-075 
modPigmentRgb_0_255_191,item_modifiers,mod,,,7Dyes[tm] Dye: 165-100-100 (Pigment) ,,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) ,7Dyes[tm] Dye: 165-100-100 (Pigment) 
pigment_dust_rgb0_255_191,items,Item,,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165,,7Dyes[tm] Pigment Powder: 165

modDyeRgb_38_64_61,item_modifiers,mod,,,7Dyes[tm] Dye: 172-040-025 ,,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 ,7Dyes[tm] Dye: 172-040-025 
modDyeRgb_77_128_121,item_modifiers,mod,,,7Dyes[tm] Dye: 172-040-050 ,,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 ,7Dyes[tm] Dye: 172-040-050 
modDyeRgb_115_191_182,item_modifiers,mod,,,7Dyes[tm] Dye: 172-040-075 ,,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 ,7Dyes[tm] Dye: 172-040-075 
modDyeRgb_154_255_242,item_modifiers,mod,,,7Dyes[tm] Dye: 172-040-100 ,,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 ,7Dyes[tm] Dye: 172-040-100 
modDyeRgb_24_64_59,item_modifiers,mod,,,7Dyes[tm] Dye: 172-063-025 ,,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 ,7Dyes[tm] Dye: 172-063-025 
modDyeRgb_47_128_117,item_modifiers,mod,,,7Dyes[tm] Dye: 172-063-050 ,,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 ,7Dyes[tm] Dye: 172-063-050 
modDyeRgb_71_191_176,item_modifiers,mod,,,7Dyes[tm] Dye: 172-063-075 ,,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 ,7Dyes[tm] Dye: 172-063-075 
modDyeRgb_94_255_235,item_modifiers,mod,,,7Dyes[tm] Dye: 172-063-100 ,,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 ,7Dyes[tm] Dye: 172-063-100 
modDyeRgb_11_64_57,item_modifiers,mod,,,7Dyes[tm] Dye: 172-083-025 ,,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 ,7Dyes[tm] Dye: 172-083-025 
modDyeRgb_22_128_114,item_modifiers,mod,,,7Dyes[tm] Dye: 172-083-050 ,,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 ,7Dyes[tm] Dye: 172-083-050 
modDyeRgb_33_191_172,item_modifiers,mod,,,7Dyes[tm] Dye: 172-083-075 ,,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 ,7Dyes[tm] Dye: 172-083-075 
modDyeRgb_45_255_229,item_modifiers,mod,,,7Dyes[tm] Dye: 172-083-100 ,,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 ,7Dyes[tm] Dye: 172-083-100 
modDyeRgb_0_64_56,item_modifiers,mod,,,7Dyes[tm] Dye: 172-100-025 ,,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 ,7Dyes[tm] Dye: 172-100-025 
modDyeRgb_0_128_112,item_modifiers,mod,,,7Dyes[tm] Dye: 172-100-050 ,,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 ,7Dyes[tm] Dye: 172-100-050 
modDyeRgb_0_191_167,item_modifiers,mod,,,7Dyes[tm] Dye: 172-100-075 ,,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 ,7Dyes[tm] Dye: 172-100-075 
modPigmentRgb_0_255_223,item_modifiers,mod,,,7Dyes[tm] Dye: 172-100-100 (Pigment) ,,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) ,7Dyes[tm] Dye: 172-100-100 (Pigment) 
pigment_dust_rgb0_255_223,items,Item,,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172,,7Dyes[tm] Pigment Powder: 172

modDyeRgb_38_64_64,item_modifiers,mod,,,7Dyes[tm] Dye: 180-040-025 (Dark Cyan),,7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan),7Dyes[tm] Dye: 180-040-025 (Dark Cyan)
modDyeRgb_77_128_128,item_modifiers,mod,,,7Dyes[tm] Dye: 180-040-050 ,,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 ,7Dyes[tm] Dye: 180-040-050 
modDyeRgb_115_191_191,item_modifiers,mod,,,7Dyes[tm] Dye: 180-040-075 ,,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 ,7Dyes[tm] Dye: 180-040-075 
modDyeRgb_154_255_255,item_modifiers,mod,,,7Dyes[tm] Dye: 180-040-100 ,,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 ,7Dyes[tm] Dye: 180-040-100 
modDyeRgb_24_64_64,item_modifiers,mod,,,7Dyes[tm] Dye: 180-063-025 (Dark Cyan),,7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan),7Dyes[tm] Dye: 180-063-025 (Dark Cyan)
modDyeRgb_47_128_128,item_modifiers,mod,,,7Dyes[tm] Dye: 180-063-050 ,,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 ,7Dyes[tm] Dye: 180-063-050 
modDyeRgb_71_191_191,item_modifiers,mod,,,7Dyes[tm] Dye: 180-063-075 ,,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 ,7Dyes[tm] Dye: 180-063-075 
modDyeRgb_94_255_255,item_modifiers,mod,,,7Dyes[tm] Dye: 180-063-100 ,,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 ,7Dyes[tm] Dye: 180-063-100 
modDyeRgb_11_64_64,item_modifiers,mod,,,7Dyes[tm] Dye: 180-083-025 (Dark Cyan),,7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan),7Dyes[tm] Dye: 180-083-025 (Dark Cyan)
modDyeRgb_22_128_128,item_modifiers,mod,,,7Dyes[tm] Dye: 180-083-050 ,,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 ,7Dyes[tm] Dye: 180-083-050 
modDyeRgb_33_191_191,item_modifiers,mod,,,7Dyes[tm] Dye: 180-083-075 ,,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 ,7Dyes[tm] Dye: 180-083-075 
modDyeRgb_45_255_255,item_modifiers,mod,,,7Dyes[tm] Dye: 180-083-100 ,,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 ,7Dyes[tm] Dye: 180-083-100 
modDyeRgb_0_64_64,item_modifiers,mod,,,7Dyes[tm] Dye: 180-100-025 (Dark Cyan),,7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan),7Dyes[tm] Dye: 180-100-025 (Dark Cyan)
modDyeRgb_0_128_128,item_modifiers,mod,,,7Dyes[tm] Dye: 180-100-050 ,,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 ,7Dyes[tm] Dye: 180-100-050 
